user_input,Approved symbol,Approved name,Previous symbols,Alias symbols,matching_status
SH3YL1,SH3YL1,SH3 and SYLF domain containing 1,,"Ray, DKFZP586F1318",matched
SHANK1,SHANK1,SH3 and multiple ankyrin repeat domains 1,,"SSTRIP, SPANK-1, synamon",matched
SHANK2,SHANK2,SH3 and multiple ankyrin repeat domains 2,CORTBP1,"CTTNBP1, ProSAP1, SHANK, SPANK-3",matched
SHANK3,SHANK3,SH3 and multiple ankyrin repeat domains 3,,"SPANK-2, prosap2, KIAA1650, PSAP2",matched
SHARPIN,SHARPIN,SHANK associated RH domain interactor,,"DKFZP434N1923, SIPL1",matched
SHB,SHB,SH2 domain containing adaptor protein B,,,matched
SHBG,SHBG,sex hormone binding globulin,,"ABP, TEBG, MGC126834, MGC138391",matched
SHC1,SHC1,SHC adaptor protein 1,SHC,"p66, ShcA",matched
SHC2,SHC2,SHC adaptor protein 2,,"SLI, SCK, SHCB",matched
SHC3,SHC3,SHC adaptor protein 3,,"N-Shc, NSHC, SHCC",matched
SHC4,SHC4,SHC adaptor protein 4,,"RaLP, SHCD",matched
SHCBP1,SHCBP1,SHC binding and spindle associated 1,,"FLJ22009, PAL",matched
SHCBP1L,SHCBP1L,SHC binding and spindle associated 1 like,C1orf14,,matched
SHD,SHD,Src homology 2 domain containing transforming protein D,,,matched
SHE,SHE,Src homology 2 domain containing E,,,matched
SHF,SHF,Src homology 2 domain containing F,,,matched
SHFL,SHFL,shiftless antiviral inhibitor of ribosomal frameshifting,C19orf66,"FLJ11286, RyDEN, IRAV, SFL",matched
SHH,SHH,sonic hedgehog signaling molecule,"HPE3, HLP3","HHG1, SMMCI, TPT, TPTPS, MCOPCB5",matched
SHISA2,SHISA2,shisa family member 2,"C13orf13, TMEM46","bA398O19.2, PRO28631, WGAR9166, hShisa",matched
SHISA3,SHISA3,shisa family member 3,,hShisa3,matched
SHISA4,SHISA4,shisa family member 4,"C1orf40, TMEM58",hShisa4,matched
SHISA5,SHISA5,shisa family member 5,,"SCOTIN, hShisa5",matched
SHISA6,SHISA6,shisa family member 6,,FLJ45455,matched
SHISA7,SHISA7,shisa family member 7,,,matched
SHISA8,SHISA8,shisa family member 8,C22orf17,Orf26,matched
SHISA9,SHISA9,shisa family member 9,,,matched
SHISAL1,SHISAL1,shisa like 1,KIAA1644,,matched
SHISAL2A,SHISAL2A,shisa like 2A,FAM159A,MGC52498,matched
SHISAL2B,SHISAL2B,shisa like 2B,FAM159B,,matched
SHKBP1,SHKBP1,SH3KBP1 binding protein 1,,"PP203, Sb1",matched
SHLD1,SHLD1,shieldin complex subunit 1,C20orf196,"FLJ25067, RINN3",matched
SHLD2,SHLD2,shieldin complex subunit 2,FAM35A,"MGC5560, bA163M19.1, FAM35A1, RINN2",matched
SHLD3,SHLD3,shieldin complex subunit 3,,"AC008560.1, FLJ26957, CTC-534A2.2, RINN1",matched
SHMT1,SHMT1,serine hydroxymethyltransferase 1,,"cSHMT, SHMT, MGC15229, MGC24556",matched
SHMT2,SHMT2,serine hydroxymethyltransferase 2,SHMT,mSHMT,matched
SHOC1,SHOC1,shortage in chiasmata 1,C9orf84,"FLJ32779, Zip2, MZIP2",matched
SHOC2,SHOC2,SHOC2 leucine rich repeat scaffold protein,,"KIAA0862, SOC2, SUR-8, SOC-2, SUR8",matched
SHOX,SHOX,SHOX homeobox,,"PHOG, GCFX, SS, SHOXY, SHOX1",matched
SHOX2,SHOX2,SHOX homeobox 2,,"SHOT, OG12X, OG12",matched
SHPK,SHPK,sedoheptulokinase,CARKL,SHK,matched
SHPRH,SHPRH,SNF2 histone linker PHD RING helicase,,"FLJ90837, KIAA2023, bA545I5.2",matched
SHQ1,SHQ1,"SHQ1, H/ACA ribonucleoprotein assembly factor",,"FLJ10539, Shq1p",matched
SHROOM1,SHROOM1,shroom family member 1,,"APXL2, KIAA1960",matched
SHROOM2,SHROOM2,shroom family member 2,APXL,,matched
SHROOM3,SHROOM3,shroom family member 3,,"ShrmL, SHRM, KIAA1481, APXL3",matched
SHROOM4,SHROOM4,shroom family member 4,,"KIAA1202, Shrm4, SHAP",matched
SHTN1,SHTN1,shootin 1,KIAA1598,"shootin1, shootin-1",matched
SI,PMEL,premelanosome protein,"SIL, SILV","D12S53E, SI, Pmel17, gp100, HMB-45, ME20, HMB45",matched
SIAE,SIAE,sialic acid acetylesterase,YSG2,"CSE-C, MGC87009, LSE",matched
SIAH1,SIAH1,siah E3 ubiquitin protein ligase 1,,hSIAH1,matched
SIAH2,SIAH2,siah E3 ubiquitin protein ligase 2,,,matched
SIAH3,SIAH3,siah E3 ubiquitin protein ligase family member 3,,FLJ39203,matched
SIDT1,SIDT1,SID1 transmembrane family member 1,,"FLJ20174, SID-1",matched
SIDT2,SIDT2,SID1 transmembrane family member 2,,CGI-40,matched
SIGIRR,SIGIRR,single Ig and TIR domain containing,,"TIR8, IL-1R8",matched
SIGLEC1,SIGLEC1,sialic acid binding Ig like lectin 1,SN,"SIGLEC-1, CD169, FLJ00051, FLJ00055, FLJ00073, FLJ32150, dJ1009E24.1",matched
SIGLEC5,SIGLEC5,sialic acid binding Ig like lectin 5,CD33L2,"OB-BP2, SIGLEC-5, CD170",matched
SIGLEC6,SIGLEC6,sialic acid binding Ig like lectin 6,"CD33L, CD33L1","OB-BP1, SIGLEC-6, CD327",matched
SIGLEC7,SIGLEC7,sialic acid binding Ig like lectin 7,"SIGLEC19P, SIGLECP2","SIGLEC-7, p75/AIRM1, QA79, CD328",matched
SIGLEC8,SIGLEC8,sialic acid binding Ig like lectin 8,,"SIGLEC-8, SAF2, SIGLEC8L, MGC59785",matched
SIGLEC9,SIGLEC9,sialic acid binding Ig like lectin 9,,CD329,matched
SIGLEC10,SIGLEC10,sialic acid binding Ig like lectin 10,,"SIGLEC-10, SLG2, PRO940, MGC126774",matched
SIGLEC11,SIGLEC11,sialic acid binding Ig like lectin 11,,,matched
SIGLEC12,SIGLEC12,sialic acid binding Ig like lectin 12,SIGLECL1,"SLG, S2V, Siglec-XII, Siglec-12, Siglec-L1",matched
SIGLEC14,SIGLEC14,sialic acid binding Ig like lectin 14,,,matched
SIGLEC15,SIGLEC15,sialic acid binding Ig like lectin 15,CD33L3,HsT1361,matched
SIGLEC16,SIGLEC16,sialic acid binding Ig like lectin 16 (gene/pseudogene),SIGLECP16,Siglec-P16,matched
SIGLECL1,SIGLEC12,sialic acid binding Ig like lectin 12,SIGLECL1,"SLG, S2V, Siglec-XII, Siglec-12, Siglec-L1",matched
SIGMAR1,SIGMAR1,sigma non-opioid intracellular receptor 1,OPRS1,SR-BP1,matched
SIK1,SIK1,salt inducible kinase 1,SNF1LK,msk,matched
SIK2,SIK2,salt inducible kinase 2,SNF1LK2,"KIAA0781, QIK, DKFZp434K1115, LOH11CR1I",matched
SIK3,SIK3,SIK family kinase 3,,"FLJ12240, L19, KIAA0999, QSK",matched
SIKE1,SIKE1,suppressor of IKBKE 1,,"FLJ21168, SIKE",matched
SIL1,SIL1,SIL1 nucleotide exchange factor,MSS,"BAP, ULG5",matched
SIM1,SIM1,SIM bHLH transcription factor 1,,bHLHe14,matched
SIM2,SIM2,SIM bHLH transcription factor 2,SIM,"MGC119447, bHLHe15",matched
SIMC1,SIMC1,SUMO interacting motifs containing 1,C5orf25,"FLJ44216, OOMA1, PLEIAD",matched
SIN3A,SIN3A,SIN3 transcription regulator family member A,,"KIAA0700, DKFZP434K2235",matched
SIN3B,SIN3B,SIN3 transcription regulator family member B,,KIAA0700,matched
SINHCAF,SINHCAF,SIN3-HDAC complex associated factor,"C12orf14, FAM60A",TERA,matched
SIPA1,SIPA1,signal-induced proliferation-associated 1,,SPA1,matched
SIPA1L1,SIPA1L1,signal induced proliferation associated 1 like 1,,"KIAA0440, E6TP1, SPAR1",matched
SIPA1L2,SIPA1L2,signal induced proliferation associated 1 like 2,,"KIAA1389, SPAR2",matched
SIPA1L3,SIPA1L3,signal induced proliferation associated 1 like 3,,"KIAA0545, SPAR3",matched
SIRPA,SIRPA,signal regulatory protein alpha,PTPNS1,"SHPS1, SIRP, MYD-1, BIT, P84, SHPS-1, SIRPalpha, CD172a, SIRPalpha2, MFR, SIRP-ALPHA-1",matched
SIRPB1,SIRPB1,signal regulatory protein beta 1,,"SIRP-BETA-1, CD172b, SIRB1",matched
SIRPB2,SIRPB2,signal regulatory protein beta 2,"PTPN1L, PTPNS1L3",dJ776F14.2,matched
SIRPD,SIRPD,signal regulatory protein delta,PTPNS1L2,dJ576H24.4,matched
SIRPG,SIRPG,signal regulatory protein gamma,SIRPB2,"bA77C3.1, SIRP-B2, SIRPgamma, CD172g",matched
SIRT1,SIRT1,sirtuin 1,,SIR2L1,matched
SIRT2,SIRT2,sirtuin 2,SIR2L,,matched
SIRT3,SIRT3,sirtuin 3,,SIR2L3,matched
SIRT4,SIRT4,sirtuin 4,,SIR2L4,matched
SIRT5,SIRT5,sirtuin 5,,,matched
SIRT6,SIRT6,sirtuin 6,,,matched
SIRT7,SIRT7,sirtuin 7,,,matched
SIT1,SIT1,signaling threshold regulating transmembrane adaptor 1,,SIT,matched
SIVA1,SIVA1,SIVA1 apoptosis inducing factor,,"SIVA, Siva-1, Siva-2, CD27BP",matched
SIX1,SIX1,SIX homeobox 1,DFNA23,,matched
SIX2,SIX2,SIX homeobox 2,,,matched
SIX3,SIX3,SIX homeobox 3,HPE2,,matched
SIX4,SIX4,SIX homeobox 4,,AREC3,matched
SIX5,SIX5,SIX homeobox 5,DMAHP,,matched
SIX6,SIX6,SIX homeobox 6,OPTX2,Six9,matched
SKA1,SKA1,spindle and kinetochore associated complex subunit 1,C18orf24,MGC10200,matched
SKA2,SKA2,spindle and kinetochore associated complex subunit 2,FAM33A,FLJ12758,matched
SKA3,SKA3,spindle and kinetochore associated complex subunit 3,C13orf3,"MGC4832, RAMA1",matched
SKAP1,SKAP1,src kinase associated phosphoprotein 1,SCAP1,SKAP55,matched
SKAP2,SKAP2,src kinase associated phosphoprotein 2,SCAP2,"RA70, SKAP-HOM, SKAP55R, SAPS",matched
SKI,SKI,SKI proto-oncogene,,,matched
SKIC2,SKIC2,SKI2 subunit of superkiller complex,"SKIV2, SKIV2L","HLP, DDX13, SKI2W, 170A, SKIV2L1, SKI2",matched
SKIC3,SKIC3,SKI3 subunit of superkiller complex,"KIAA0372, TTC37","THES, SKI3",matched
SKIC8,SKIC8,SKI8 subunit of superkiller complex,WDR61,"REC14, SKI8",matched
SKIDA1,SKIDA1,SKI/DACH domain containing 1,C10orf140,FLJ45187,matched
SKIL,SKIL,SKI like proto-oncogene,,"SNO, SnoN, SnoA",matched
SKOR1,SKOR1,SKI family transcriptional corepressor 1,LBXCOR1,"CORL1, FUSSEL15",matched
SKOR2,SKOR2,SKI family transcriptional corepressor 2,,"CORL2, FUSSEL18, Fussel-18",matched
SKP1,SKP1,S-phase kinase associated protein 1,SKP1A,"EMC19, OCP2, TCEB1L, MGC34403, OCP-II, p19A",matched
SKP2,SKP2,S-phase kinase associated protein 2,,"FBXL1, FBL1, p45",matched
SLA,SEPSECS,Sep (O-phosphoserine) tRNA:Sec (selenocysteine) tRNA synthase,,"SLA/LP, SLA, SLA-p35, SecS",matched
SLA2,SLA2,Src like adaptor 2,C20orf156,"FLJ21992, SLAP-2",matched
SLAIN1,SLAIN1,SLAIN motif family member 1,C13orf32,FLJ30046,matched
SLAIN2,SLAIN2,SLAIN motif family member 2,KIAA1458,FLJ21611,matched
SLAMF1,SLAMF1,signaling lymphocytic activation molecule family member 1,SLAM,"CD150, IPO-3, IPO3",matched
SLAMF6,SLAMF6,SLAM family member 6,,"KALI, NTBA, KALIb, Ly108, SF2000, NTB-A, CD352",matched
SLAMF7,SLAMF7,SLAM family member 7,,"CRACC, 19A, CS1, CD319",matched
SLAMF8,SLAMF8,SLAM family member 8,,"BLAME, SBBI42, CD353",matched
SLAMF9,SLAMF9,SLAM family member 9,,"CD2F-10, CD84-H1, SF2001",matched
SLBP,SLBP,stem-loop histone mRNA binding protein,,HBP,matched
SLC1A1,SLC1A1,solute carrier family 1 member 1,,"EAAC1, EAAT3, hEAAC1",matched
SLC1A2,SLC1A2,solute carrier family 1 member 2,,"GLT-1, GLT1, EAAT2, HBGT",matched
SLC1A3,SLC1A3,solute carrier family 1 member 3,,"EAAT1, GLAST, EA6, GLAST1, GLAST-1",matched
SLC1A4,SLC1A4,solute carrier family 1 member 4,,"SATT, ASCT1, ASCT-1",matched
SLC1A5,SLC1A5,solute carrier family 1 member 5,"RDRC, M7V1","AAAT, ASCT2",matched
SLC1A6,SLC1A6,solute carrier family 1 member 6,,EAAT4,matched
SLC1A7,SLC1A7,solute carrier family 1 member 7,,EAAT5,matched
SLC2A1,SLC2A1,solute carrier family 2 member 1,"GLUT1, GLUT, HTLVR, CSE","DYT18, DYT9, GLUT-1",matched
SLC2A2,SLC2A2,solute carrier family 2 member 2,GLUT2,GLUT-2,matched
SLC2A3,SLC2A3,solute carrier family 2 member 3,GLUT3,,matched
SLC2A4,SLC2A4,solute carrier family 2 member 4,GLUT4,,matched
SLC2A4RG,SLC2A4RG,SLC2A4 regulator,,"GEF, HDBP1, Si-1-2, Si-1-2-19",matched
SLC2A5,SLC2A5,solute carrier family 2 member 5,GLUT5,,matched
SLC2A6,SLC2A6,solute carrier family 2 member 6,,"GLUT9, GLUT6, HSA011372",matched
SLC2A7,SLC2A7,solute carrier family 2 member 7,,GLUT7,matched
SLC2A8,SLC2A8,solute carrier family 2 member 8,,"GLUTX1, GLUT8",matched
SLC2A9,SLC2A9,solute carrier family 2 member 9,,"Glut9, GLUTX, URATv1",matched
SLC2A10,SLC2A10,solute carrier family 2 member 10,,"GLUT10, GLUT-10",matched
SLC2A11,SLC2A11,solute carrier family 2 member 11,,GLUT11,matched
SLC2A12,SLC2A12,solute carrier family 2 member 12,,"GLUT12, GLUT8",matched
SLC2A13,SLC2A13,solute carrier family 2 member 13,,HMIT,matched
SLC2A14,SLC2A14,solute carrier family 2 member 14,SLC2A3P3,GLUT14,matched
SLC3A1,SLC3A1,solute carrier family 3 member 1,,"CSNU1, D2H, RBAT, ATR1, NBAT",matched
SLC3A2,SLC3A2,solute carrier family 3 member 2,MDU1,"4T2HC, 4F2, NACAE, CD98, CD98HC, 4F2HC",matched
SLC4A1,SLC4A1,solute carrier family 4 member 1 (Diego blood group),"EPB3, AE1, DI, WD","RTA1A, CD233, FR, SW, WR, EMPB3",matched
SLC4A1AP,SLC4A1AP,solute carrier family 4 member 1 adaptor protein,,"kanadaptin, HLC3",matched
SLC4A2,SLC4A2,solute carrier family 4 member 2,"EPB3L1, AE2","HKB3, BND3L, NBND3",matched
SLC4A3,SLC4A3,solute carrier family 4 member 3,,"AE3, SLC2C",matched
SLC4A4,SLC4A4,solute carrier family 4 member 4,SLC4A5,"NBC1, HNBC1, NBC2, pNBC, hhNMC, kNBC1, KNBC, NBCe1",matched
SLC4A5,SLC4A4,solute carrier family 4 member 4,SLC4A5,"NBC1, HNBC1, NBC2, pNBC, hhNMC, kNBC1, KNBC, NBCe1",matched
SLC4A7,SLC4A7,solute carrier family 4 member 7,SLC4A6,"NBC3, SBC2",matched
SLC4A8,SLC4A8,solute carrier family 4 member 8,,NBC3,matched
SLC4A9,SLC4A9,solute carrier family 4 member 9,,AE4,matched
SLC4A10,SLC4A10,solute carrier family 4 member 10,,"NBCn2, NCBE",matched
SLC4A11,SLC4A11,solute carrier family 4 member 11,"CHED2, CDPD1","dJ794I6.2, BTR1, NaBC1, FECD4",matched
SLC5A1,SLC5A1,solute carrier family 5 member 1,SGLT1,"D22S675, NAGT, SGLT-1",matched
SLC5A2,SLC5A2,solute carrier family 5 member 2,SGLT2,,matched
SLC5A3,SLC5A3,solute carrier family 5 member 3,,"SMIT, SMIT1",matched
SLC5A4,SLC5A4,solute carrier family 5 member 4,,"SAAT1, SGLT3, DJ90G24.4",matched
SLC5A5,SLC5A5,solute carrier family 5 member 5,,NIS,matched
SLC5A6,SLC5A6,solute carrier family 5 member 6,,SMVT,matched
SLC5A7,SLC5A7,solute carrier family 5 member 7,,"hCHT, CHT1, ChT",matched
SLC5A8,SLC5A8,solute carrier family 5 member 8,,AIT,matched
SLC5A9,SLC5A9,solute carrier family 5 member 9,,SGLT4,matched
SLC5A10,SLC5A10,solute carrier family 5 member 10,,SGLT5,matched
SLC5A11,SLC5A11,solute carrier family 5 member 11,,"KST1, SMIT2, SGLT6",matched
SLC5A12,SLC5A12,solute carrier family 5 member 12,,"MGC52019, SMCT2",matched
SLC6A1,SLC6A1,solute carrier family 6 member 1,,"GAT1, GABATR, GABATHG, GAT-1, hGAT-1",matched
SLC6A2,SLC6A2,solute carrier family 6 member 2,"NET1, NAT1, SLC6A5",NET,matched
SLC6A3,SLC6A3,solute carrier family 6 member 3,DAT1,DAT,matched
SLC6A4,SLC6A4,solute carrier family 6 member 4,"HTT, OCD1","5-HTT, SERT1",matched
SLC6A5,SLC6A2,solute carrier family 6 member 2,"NET1, NAT1, SLC6A5",NET,matched
SLC6A6,SLC6A6,solute carrier family 6 member 6,,TAUT,matched
SLC6A7,SLC6A7,solute carrier family 6 member 7,,PROT,matched
SLC6A8,SLC6A8,solute carrier family 6 member 8,,"CRTR, CT1, CRT, CRT-1, CRT1",matched
SLC6A9,SLC6A9,solute carrier family 6 member 9,,"GLYT1, GlyT-1",matched
SLC6A11,SLC6A11,solute carrier family 6 member 11,,GAT3,matched
SLC6A12,SLC6A12,solute carrier family 6 member 12,,BGT-1,matched
SLC6A13,SLC6A13,solute carrier family 6 member 13,,GAT2,matched
SLC6A14,SLC6A14,solute carrier family 6 member 14,,,matched
SLC6A15,SLC6A15,solute carrier family 6 member 15,,"hv7-3, NTT73, FLJ10316, V7-3, SBAT1",matched
SLC6A16,SLC6A16,solute carrier family 6 member 16,,NTT5,matched
SLC6A17,SLC6A17,solute carrier family 6 member 17,,NTT4,matched
SLC6A18,SLC6A18,solute carrier family 6 member 18,,"FLJ31236, Xtrp2",matched
SLC6A19,SLC6A19,solute carrier family 6 member 19,,B0AT1,matched
SLC6A20,SLC6A20,solute carrier family 6 member 20,,"XT3, Xtrp3, SIT1, IMINO",matched
SLC7A1,SLC7A1,solute carrier family 7 member 1,"ERR, ATRC1","CAT-1, HCAT1, REC1L",matched
SLC7A2,SLC7A2,solute carrier family 7 member 2,ATRC2,"CAT-2, HCAT2, SLC7A2A, SLC7A2B, CAT-2A, CAT-2B",matched
SLC7A3,SLC7A3,solute carrier family 7 member 3,,"CAT-3, ATRC3, FLJ14541",matched
SLC7A4,SLC7A4,solute carrier family 7 member 4,,"HCAT3, CAT-4",matched
SLC7A5,SLC7A5,solute carrier family 7 member 5,,"LAT1, E16, D16S469E, MPE16, CD98",matched
SLC7A6,SLC7A6,solute carrier family 7 member 6,,"y+LAT-2, KIAA0245, LAT3, LAT-2",matched
SLC7A6OS,SLC7A6OS,solute carrier family 7 member 6 opposite strand,,"FLJ13291, Iwr1",matched
SLC7A7,SLC7A7,solute carrier family 7 member 7,LPI,"y+LAT-1, Y+LAT1",matched
SLC7A8,SLC7A8,solute carrier family 7 member 8,,"LPI-PC1, LAT2",matched
SLC7A9,SLC7A9,solute carrier family 7 member 9,CSNU3,BAT1,matched
SLC7A10,SLC7A10,solute carrier family 7 member 10,,asc-1,matched
SLC7A11,SLC7A11,solute carrier family 7 member 11,,xCT,matched
SLC7A13,SLC7A13,solute carrier family 7 member 13,,"AGT-1, XAT2",matched
SLC7A14,SLC7A14,solute carrier family 7 member 14,,"KIAA1613, PPP1R142",matched
SLC8A1,SLC8A1,solute carrier family 8 member A1,NCX1,,matched
SLC8A2,SLC8A2,solute carrier family 8 member A2,,"NCX2, KIAA1087",matched
SLC8A3,SLC8A3,solute carrier family 8 member A3,,NCX3,matched
SLC8B1,SLC8B1,solute carrier family 8 member B1,SLC24A6,"FLJ22233, NCKX6, NCLX",matched
SLC9A1,SLC9A1,solute carrier family 9 member A1,"APNH, NHE1, NHE-1",PPP1R143,matched
SLC9A2,SLC9A2,solute carrier family 9 member A2,NHE2,,matched
SLC9A3,SLC9A3,solute carrier family 9 member A3,NHE3,NHE-3,matched
SLC9A4,SLC9A4,solute carrier family 9 member A4,,NHE4,matched
SLC9A5,SLC9A5,solute carrier family 9 member A5,,NHE5,matched
SLC9A6,SLC9A6,solute carrier family 9 member A6,,"NHE6, KIAA0267, NHE-6",matched
SLC9A7,SLC9A7,solute carrier family 9 member A7,,"NHE7, NHE-7",matched
SLC9A8,SLC9A8,solute carrier family 9 member A8,,"KIAA0939, NHE8",matched
SLC9A9,SLC9A9,solute carrier family 9 member A9,,"FLJ35613, NHE9",matched
SLC9B1,SLC9B1,solute carrier family 9 member B1,NHEDC1,NHA1,matched
SLC9B2,SLC9B2,solute carrier family 9 member B2,NHEDC2,"FLJ23984, NHA2",matched
SLC9C1,SLC9C1,solute carrier family 9 member C1,SLC9A10,NHE,matched
SLC9C2,SLC9C2,solute carrier family 9 member C2 (putative),SLC9A11,MGC43026,matched
SLC10A1,SLC10A1,solute carrier family 10 member 1,,"NTCP, NTCP1",matched
SLC10A2,SLC10A2,solute carrier family 10 member 2,"ASBT, ISBT","NTCP2, IBAT",matched
SLC10A3,SLC10A3,solute carrier family 10 member 3,,"P3, DXS253E",matched
SLC10A4,SLC10A4,solute carrier family 10 member 4,,MGC29802,matched
SLC10A5,SLC10A5,solute carrier family 10 member 5,,,matched
SLC10A6,SLC10A6,solute carrier family 10 member 6,,SOAT,matched
SLC10A7,SLC10A7,solute carrier family 10 member 7,C4orf13,"MGC25043, DKFZp566M114, DKFZp313H0531, DKFZp779O2438",matched
SLC11A1,SLC11A1,solute carrier family 11 member 1,"LSH, NRAMP, NRAMP1",,matched
SLC11A2,SLC11A2,solute carrier family 11 member 2,NRAMP2,"DCT1, DMT1, DMT-1, FLJ37416",matched
SLC12A1,SLC12A1,solute carrier family 12 member 1,,"NKCC2, CCC2, BSC1, BSC, BSC-1",matched
SLC12A2,SLC12A2,solute carrier family 12 member 2,,"NKCC1, BSC2, BSC-2, PPP1R141, CCC1",matched
SLC12A3,SLC12A3,solute carrier family 12 member 3,,"NCCT, NCC, TSC",matched
SLC12A4,SLC12A4,solute carrier family 12 member 4,,KCC1,matched
SLC12A5,SLC12A5,solute carrier family 12 member 5,,"KIAA1176, KCC2, hKCC2",matched
SLC12A6,SLC12A6,solute carrier family 12 member 6,"KCC3, ACCPN","KCC3A, KCC3B",matched
SLC12A7,SLC12A7,solute carrier family 12 member 7,,"KCC4, DKFZP434F076",matched
SLC12A8,SLC12A8,solute carrier family 12 member 8,,CCC9,matched
SLC12A9,SLC12A9,solute carrier family 12 member 9,,CIP1,matched
SLC13A1,SLC13A1,solute carrier family 13 member 1,,"NaSi-1, NAS1",matched
SLC13A2,SLC13A2,solute carrier family 13 member 2,,NaDC-1,matched
SLC13A3,SLC13A3,solute carrier family 13 member 3,,"NADC3, SDCT2",matched
SLC13A4,SLC13A4,solute carrier family 13 member 4,,"SUT-1, SUT1",matched
SLC13A5,SLC13A5,solute carrier family 13 member 5,,"NACT, INDY, mINDY",matched
SLC14A1,SLC14A1,solute carrier family 14 member 1 (Kidd blood group),JK,"HsT1341, RACH1, RACH2",matched
SLC14A2,SLC14A2,solute carrier family 14 member 2,,"HUT2, UT2",matched
SLC15A1,SLC15A1,solute carrier family 15 member 1,,"PEPT1, HPECT1, HPEPT1",matched
SLC15A2,SLC15A2,solute carrier family 15 member 2,,PEPT2,matched
SLC15A3,SLC15A3,solute carrier family 15 member 3,,"PHT2, hPTR3",matched
SLC15A4,SLC15A4,solute carrier family 15 member 4,,"PHT1, PTR4",matched
SLC15A5,SLC15A5,solute carrier family 15 member 5,,,matched
SLC16A1,SLC16A1,solute carrier family 16 member 1,,"MCT, MCT1",matched
SLC16A2,SLC16A2,solute carrier family 16 member 2,"DXS128, AHDS, MRX22","XPCT, MCT8, MCT7, DXS128E",matched
SLC16A3,SLC16A3,solute carrier family 16 member 3,,"MCT3, MCT4",matched
SLC16A4,SLC16A4,solute carrier family 16 member 4,,"MCT4, MCT5",matched
SLC16A5,SLC16A5,solute carrier family 16 member 5,,"MCT5, MCT6",matched
SLC16A6,SLC16A6,solute carrier family 16 member 6,,"MCT6, MCT7",matched
SLC16A7,SLC16A7,solute carrier family 16 member 7,,MCT2,matched
SLC16A8,SLC16A8,solute carrier family 16 member 8,,"MCT3, REMP",matched
SLC16A9,SLC16A9,solute carrier family 16 member 9,C10orf36,"FLJ43803, MCT9",matched
SLC16A10,SLC16A10,solute carrier family 16 member 10,,"TAT1, MCT10",matched
SLC16A11,SLC16A11,solute carrier family 16 member 11,,"FLJ90193, MCT11",matched
SLC16A12,SLC16A12,solute carrier family 16 member 12,,"MCT12, CRT2",matched
SLC16A13,SLC16A13,solute carrier family 16 member 13,,MCT13,matched
SLC16A14,SLC16A14,solute carrier family 16 member 14,,"FLJ30794, MCT14",matched
SLC17A1,SLC17A1,solute carrier family 17 member 1,NPT1,NAPI-1,matched
SLC17A2,SLC17A2,solute carrier family 17 member 2,,NPT3,matched
SLC17A3,SLC17A3,solute carrier family 17 member 3,,NPT4,matched
SLC17A4,SLC17A4,solute carrier family 17 member 4,,KIAA2138,matched
SLC17A5,SLC17A5,solute carrier family 17 member 5,SIASD,"AST, SD, ISSD, NSD, SIALIN, SLD",matched
SLC17A6,SLC17A6,solute carrier family 17 member 6,,"DNPI, VGLUT2",matched
SLC17A7,SLC17A7,solute carrier family 17 member 7,,"BNPI, VGLUT1",matched
SLC17A8,SLC17A8,solute carrier family 17 member 8,DFNA25,VGLUT3,matched
SLC17A9,SLC17A9,solute carrier family 17 member 9,C20orf59,"FLJ23412, VNUT",matched
SLC18A1,SLC18A1,solute carrier family 18 member A1,"VMAT1, VAT1",CGAT,matched
SLC18A2,SLC18A2,solute carrier family 18 member A2,VMAT2,"SVMT, SVAT, VAT2",matched
SLC18A3,SLC18A3,solute carrier family 18 member A3,,VACHT,matched
SLC18B1,SLC18B1,solute carrier family 18 member B1,C6orf192,dJ55C23.6,matched
SLC19A1,SLC19A1,solute carrier family 19 member 1,,"FOLT, RFC1, IFC-1, RFC, hRFC, RFT-1",matched
SLC19A2,SLC19A2,solute carrier family 19 member 2,TRMA,"THTR1, ThT1",matched
SLC19A3,SLC19A3,solute carrier family 19 member 3,,"THTR2, thTr-2, hTHTR2",matched
SLC20A1,SLC20A1,solute carrier family 20 member 1,GLVR1,"PiT-1, Glvr-1, PiT1",matched
SLC20A2,SLC20A2,solute carrier family 20 member 2,"MLVAR, GLVR2","PiT-2, Glvr-2, Ram-1, PIT2",matched
SLC22A1,SLC22A1,solute carrier family 22 member 1,,OCT1,matched
SLC22A2,SLC22A2,solute carrier family 22 member 2,,OCT2,matched
SLC22A3,SLC22A3,solute carrier family 22 member 3,,"OCT3, EMT",matched
SLC22A4,SLC22A4,solute carrier family 22 member 4,DFNB60,"OCTN1, MGC34546",matched
SLC22A5,SLC22A5,solute carrier family 22 member 5,CDSP,"OCTN2, SCD",matched
SLC22A6,SLC22A6,solute carrier family 22 member 6,,"ROAT1, PAHT, OAT1",matched
SLC22A7,SLC22A7,solute carrier family 22 member 7,,"NLT, OAT2",matched
SLC22A8,SLC22A8,solute carrier family 22 member 8,,OAT3,matched
SLC22A9,SLC22A9,solute carrier family 22 member 9,,"OAT4, FLJ23666, UST3, OAT7",matched
SLC22A10,SLC22A10,solute carrier family 22 member 10 (gene/pseudogene),,"OAT5, hOAT5",matched
SLC22A11,SLC22A11,solute carrier family 22 member 11,,OAT4,matched
SLC22A12,SLC22A12,solute carrier family 22 member 12,,"OAT4L, RST, URAT1, hURAT1, UAT",matched
